TimeStamp,h_d,theta_d,v_d,psi_dot_d,theta_hat,theta_dot_hat,v_hat,psi_dot_hat,tau_RW,tau_LW
6397,0.135317,0.011844,-0.00976801,0.0115018,-0.00830148,-0.150379,0.27798,-0.0144022,0.0035694,-0.0104141
6406,0.135317,0.011844,-0.00976801,0.0115018,-0.00916656,0.0958318,0.282164,0.0277763,-0.0321004,0.0359538
6414,0.135317,0.011844,-0.00976801,0.0115018,-0.00809553,0.235066,0.295043,0.0987602,-0.0505673,0.0716196
6422,0.135317,0.011844,-0.00976801,0.0115018,-0.00642001,0.250256,0.304369,0.0380638,-0.0640745,0.0708731
6430,0.135317,0.011844,-0.00976801,0.0115018,-0.00517862,0.120216,0.308733,0.0174888,-0.047177,0.0487394
6438,0.135317,0.011844,-0.00976801,0.0115018,-0.0042888,-0.0721716,0.310223,0.0637825,-0.0110291,0.0229416
6446,0.135317,0.011844,-0.00976801,0.0115018,-0.00497778,-0.219652,0.292697,-0.00308589,0.00952194,-0.013857
6454,0.135317,0.011844,-0.00976801,0.0115018,-0.00702177,-0.236841,0.281265,-0.047836,0.0117878,-0.0267697
6462,0.135317,0.011844,-0.00976801,0.0115018,-0.00880427,-0.0728404,0.278034,-0.0864148,-0.0171919,-0.00641976
6469,0.135317,0.011844,-0.00976801,0.0115018,-0.00887106,0.125012,0.290797,0.00977309,-0.0408983,0.0405973
6478,0.135317,0.011844,-0.00976801,0.0115018,-0.00772953,0.250923,0.29828,0.103389,-0.0536998,0.075899
6486,0.135317,0.011844,-0.00976801,0.0115018,-0.00575631,0.252252,0.309955,0.0216039,-0.068164,0.0710942
6494,0.135317,0.011844,-0.00976801,0.0115018,-0.00409985,0.0901018,0.318445,0.0174887,-0.0451969,0.0466841
6502,0.135317,0.011844,-0.00976801,0.0115018,-0.00381837,-0.141717,0.309167,0.0684118,0.00066287,0.0121359
6510,0.135317,0.011844,-0.00976801,0.0115018,-0.0051302,-0.277872,0.292273,0.0205755,0.0223217,-0.0212527
6518,0.135317,0.011844,-0.00976801,0.0115018,-0.00710243,-0.218988,0.284078,-0.0406349,0.00931009,-0.0225385
6526,0.135317,0.011844,-0.00976801,0.0115018,-0.00865733,-0.0296738,0.28787,-0.0462933,-0.0214684,0.00746228
6534,0.135317,0.011844,-0.00976801,0.0115018,-0.00865238,0.150727,0.289624,0.0437218,-0.0413106,0.0491045
6541,0.135317,0.011844,-0.00976801,0.0115018,-0.00748387,0.275834,0.302174,0.077156,-0.0619217,0.0780097
6550,0.135317,0.011844,-0.00976801,0.0115018,-0.00566966,0.209617,0.315468,-0.00720136,-0.0654382,0.0614405
6558,0.135317,0.011844,-0.00976801,0.0115018,-0.00434467,0.0260182,0.320062,0.0087445,-0.0354363,0.0346595
6566,0.135317,0.011844,-0.00976801,0.0115018,-0.00462807,-0.180751,0.311335,0.0411501,0.00474568,0.00148693
6574,0.135317,0.011844,-0.00976801,0.0115018,-0.00621864,-0.26455,0.290961,0.0185178,0.0215669,-0.0209592
6582,0.135238,0.0118754,-0.00976801,0.0115018,-0.00805078,-0.18808,0.287204,-0.0550379,0.00328203,-0.0198292
6590,0.135238,0.0118854,-0.00976801,0.0115018,-0.00910802,0.0316128,0.286429,-0.0293193,-0.0288065,0.0189873
6598,0.135317,0.0118582,-0.00976801,0.0115018,-0.00851279,0.214015,0.291872,0.0699545,-0.0493351,0.0635169
6606,0.135317,0.0118501,-0.00976801,0.0115018,-0.00691168,0.279834,0.305817,0.0540091,-0.0666862,0.0773318
6613,0.135317,0.0118466,-0.00976801,0.0115018,-0.00504548,0.232931,0.317095,-0.0282905,-0.072941,0.0640466
6622,0.135238,0.0118765,-0.00976801,0.0115018,-0.00340499,-0.00529243,0.324372,-0.0138878,-0.0348198,0.0286191
6630,0.135238,0.0118859,-0.00976801,0.0115018,-0.00407116,-0.222451,0.308438,0.0452648,0.0119428,-0.00485919
6638,0.135317,0.0118584,-0.00976801,0.0115018,-0.00588093,-0.289995,0.299049,-0.00668675,0.0211018,-0.0265155
6646,0.135317,0.0118502,-0.00976801,0.0115018,-0.00801946,-0.181688,0.291274,-0.0864146,-0.00220321,-0.0217292
6654,0.135317,0.0118466,-0.00976801,0.0115018,-0.00898637,0.0453365,0.291979,0.0190318,-0.0265152,0.0281535
6662,0.135317,0.0118451,-0.00976801,0.0115018,-0.00865402,0.180439,0.296966,0.107504,-0.0399416,0.0628819
6670,0.135317,0.0118444,-0.00976801,0.0115018,-0.00731469,0.28263,0.317345,0.0257187,-0.0717947,0.0757668
6678,0.135317,0.0118442,-0.00976801,0.0115018,-0.00549823,0.163516,0.32459,-0.038578,-0.0631336,0.0515922
6685,0.135317,0.011844,-0.00976801,0.0115018,-0.00448972,-0.0633782,0.322565,0.0149167,-0.0199668,0.0203707
6694,0.135317,0.011844,-0.00976801,0.0115018,-0.00540503,-0.22125,0.314093,0.012345,0.00875141,-0.00945323
6702,0.135317,0.011844,-0.00976801,0.0115018,-0.0071483,-0.276142,0.297523,-0.041664,0.0166414,-0.0302872
6710,0.135317,0.011844,-0.00976801,0.0115018,-0.00933801,-0.144249,0.292976,-0.0720121,-0.00522648,-0.0152111
6718,0.135317,0.011844,-0.00976801,0.0115018,-0.0103333,0.061192,0.296735,-0.0360064,-0.0345597,0.0232363
6726,0.135238,0.0118754,-0.00976801,0.0115018,-0.00965432,0.229602,0.307743,0.115734,-0.0474984,0.0725177
6734,0.135238,0.0118854,-0.00976801,0.0115018,-0.00788646,0.268639,0.322025,0.0555525,-0.0658413,0.0768033
6742,0.135317,0.0118582,-0.00732601,0.0115018,-0.00589604,0.140466,0.321084,0.00720125,-0.0523595,0.051546
6750,0.135317,0.0118501,-0.00732601,0.0115018,-0.00512486,-0.0828306,0.31932,-0.0020574,-0.016913,0.0132407
6757,0.135317,0.0118466,-0.00732601,0.0115018,-0.00591877,-0.243766,0.308538,-0.0236612,0.0102746,-0.0195526
6766,0.135317,0.0118451,-0.00976801,0.0115018,-0.00777635,-0.254961,0.29115,-0.0329197,0.0160262,-0.0275532
6774,0.135317,0.0118444,-0.00976801,0.0115018,-0.00926034,-0.0577844,0.300257,-0.0318912,-0.0162335,0.00553295
6782,0.135317,0.0118442,-0.00976801,0.0115018,-0.00937982,0.0937038,0.296435,-0.0432072,-0.0421117,0.0292026
6790,0.135317,0.011844,-0.00976801,0.0115018,-0.00859006,0.259713,0.318467,0.0668682,-0.0615349,0.0751304
6798,0.135317,0.011844,-0.00976801,0.0115018,-0.00642551,0.236527,0.329124,0.0704691,-0.0619408,0.0763486
6806,0.135317,0.011844,-0.00976801,0.0115018,-0.00502628,0.0140291,0.325267,0.019032,-0.0321166,0.0337216
6814,0.135317,0.011844,-0.00732601,0.0115018,-0.0051956,-0.161965,0.322883,-0.0262325,-0.00701666,-0.00260501
6822,0.135317,0.011844,-0.00732601,0.0115018,-0.00649902,-0.266148,0.308687,-0.0277763,0.0143052,-0.0246318
6829,0.135317,0.011844,-0.00732601,0.0115018,-0.00863838,-0.256962,0.290625,-0.031891,0.018149,-0.0294525
6838,0.135317,0.011844,-0.00732601,0.0115018,-0.00966187,-0.00729017,0.296705,-0.0329202,-0.0232768,0.0124816
6846,0.135317,0.011844,-0.00732601,0.0115018,-0.00954072,0.154591,0.298256,-0.0262331,-0.0499686,0.0412502
6854,0.135238,0.0118754,-0.00732601,0.0115018,-0.00814368,0.298218,0.322714,0.0509228,-0.0707065,0.0806626
6862,0.135238,0.0118854,-0.00732601,0.0115018,-0.00584741,0.233197,0.332362,0.097731,-0.0590359,0.079876
6870,0.135238,0.0118897,-0.00976801,0.0115018,-0.00439986,-0.0206145,0.322502,0.0488658,-0.0231719,0.0317209
6878,0.135238,0.0118915,-0.00976801,0.0115018,-0.00488061,-0.181815,0.323089,-0.0447503,-0.00668848,-0.00736034
6886,0.135238,0.0118923,-0.00976801,0.0115018,-0.00621267,-0.293194,0.30255,-0.0596672,0.0153176,-0.0332509
6894,0.135238,0.0118927,-0.00976801,0.0115018,-0.0080033,-0.186349,0.30049,-0.045779,0.00190215,-0.0162567
6901,0.135238,0.0118928,-0.00976801,0.0115018,-0.0092676,-0.00076352,0.298191,-0.00925866,-0.0226955,0.0175108
6910,0.135317,0.0118614,-0.00732601,0.0115018,-0.00895474,0.19656,0.305031,-0.0154314,-0.0575886,0.0515577
6918,0.135317,0.0118515,-0.00732601,0.0115018,-0.00738405,0.276368,0.321826,-0.00102886,-0.0741222,0.0717609
6926,0.135317,0.0118472,-0.00976801,0.0115018,-0.00544452,0.159785,0.324952,0.0396067,-0.0534265,0.0603285
6934,0.135317,0.0118453,-0.00976801,0.0115018,-0.00435451,-0.0172812,0.327615,0.03292,-0.0265503,0.0313476
6942,0.135317,0.0118446,-0.00976801,0.0115018,-0.00480267,-0.205264,0.309621,-0.00360034,0.00408913,-0.00849701
6950,0.135317,0.0118442,-0.00976801,0.0115018,-0.00657431,-0.247763,0.300909,-0.0452652,0.010135,-0.0245348
6958,0.135317,0.0118441,-0.00732601,0.0115018,-0.00835854,-0.10095,0.302885,-0.0169746,-0.00853594,0.00123722
6966,0.135317,0.011844,-0.00732601,0.0115018,-0.00856488,0.0929012,0.304222,0.0154311,-0.0370555,0.0379972
6973,0.135317,0.011844,-0.00732601,0.0115018,-0.00789604,0.23107,0.313923,0.00977314,-0.063307,0.063348
6982,0.135317,0.011844,-0.00732601,0.0115018,-0.0062724,0.240926,0.329189,-0.0169743,-0.0728078,0.0665917
6990,0.135317,0.011844,-0.00732601,0.0115018,-0.00472673,0.0827737,0.335059,-0.00771577,-0.0483582,0.043866
6998,0.135238,0.0118754,-0.00976801,0.0115018,-0.00422694,-0.143182,0.324371,0.0622395,-0.00167105,0.0130038
7006,0.135238,0.0118854,-0.00976801,0.0115018,-0.00534835,-0.265748,0.314093,-0.00668608,0.0139104,-0.0192401
7014,0.135317,0.0118582,-0.00976801,0.0115018,-0.00747518,-0.224187,0.302745,-0.0524668,0.00631315,-0.0223539
7022,0.135317,0.0118501,-0.00976801,0.0115018,-0.00894866,-0.0304738,0.305021,-0.00823048,-0.0192014,0.0141744
7030,0.135317,0.0118466,-0.00976801,0.0115018,-0.00875378,0.166448,0.313983,0.0606961,-0.0457186,0.0575683
7038,0.135317,0.0118451,-0.00976801,0.0115018,-0.00740741,0.241596,0.322468,0.0895009,-0.0581161,0.0770161
7045,0.135317,0.0118444,-0.00976801,0.0115018,-0.00556687,0.190963,0.333412,0.0560667,-0.0578968,0.0687787
7054,0.135317,0.0118442,-0.00976801,0.0115018,-0.00419153,-0.017414,0.334692,-0.060695,-0.0389245,0.0216284
7062,0.135317,0.011844,-0.00976801,0.0115018,-0.00495376,-0.178618,0.328888,-0.0282904,-0.00616962,-0.00398431
7070,0.135317,0.011844,-0.00976801,0.0115018,-0.00642527,-0.249761,0.316644,-0.0108016,0.011789,-0.0180565
7078,0.135317,0.011844,-0.00976801,0.0115018,-0.00758647,-0.14798,0.313584,-0.00925825,-0.0029477,-0.00266101
7086,0.135317,0.011844,-0.00976801,0.0115018,-0.00783628,0.0180241,0.308094,0.0457794,-0.0229856,0.0308724
7094,0.135317,0.011844,-0.00976801,0.0115018,-0.00779299,0.155525,0.319835,0.0210894,-0.0508322,0.053315
7102,0.135238,0.0118754,-0.00976801,0.0115018,-0.00661375,0.206155,0.330212,0.0324057,-0.0612154,0.0665425
7110,0.135238,0.0118854,-0.00976801,0.0115018,-0.00547585,0.113821,0.33731,0.0581246,-0.0454544,0.0565865
7117,0.135238,0.0118897,-0.00976801,0.0115018,-0.00538445,-0.0545824,0.336679,0.0185177,-0.0219941,0.0232626
7126,0.135238,0.0118915,-0.00976801,0.0115018,-0.0060982,-0.206594,0.324456,-0.0128597,0.00267165,-0.00928725
7134,0.135238,0.0118923,-0.00976801,0.0115018,-0.007769,-0.243235,0.318889,-0.0457796,0.00812207,-0.0226457
7142,0.135238,0.0118927,-0.00976801,0.0115018,-0.00969029,-0.130796,0.310148,-0.030862,-0.00485066,-0.00583682
7150,0.135238,0.0118928,-0.00976801,0.0115018,-0.00937311,0.0921019,0.321879,0.0380639,-0.0363101,0.0425808
7158,0.135317,0.0118614,-0.00976801,0.0115018,-0.00827889,0.20389,0.331249,0.04938,-0.0567276,0.0660299
7166,0.135317,0.0118515,-0.00976801,0.0115018,-0.00677401,0.187899,0.343313,0.027262,-0.0606959,0.0647525
7174,0.135317,0.0118472,-0.00976801,0.0115018,-0.00564806,-0.029671,0.338358,0.051437,-0.0222383,0.0313499
7182,0.135317,0.0118453,-0.00976801,0.0115018,-0.00671095,-0.163162,0.337854,-0.034463,-0.00849589,-0.00309283
7189,0.135317,0.0118446,-0.00976801,0.0115018,-0.00801557,-0.229909,0.319665,-0.0730411,0.00284798,-0.0237685
7198,0.135317,0.0118442,-0.00976801,0.0115018,-0.00969764,-0.173158,0.31682,-0.0442362,-0.00046435,-0.0135086
7206,0.135317,0.0118441,-0.00976801,0.0115018,-0.0109496,-0.0138181,0.314896,0.0221181,-0.0172451,0.0194036
7214,0.135317,0.011844,-0.00976801,0.0115018,-0.01071,0.144066,0.323243,0.0781849,-0.0387091,0.0545899
7222,0.135317,0.011844,-0.00976801,0.0115018,-0.00947826,0.218945,0.337972,0.0262333,-0.0614217,0.0652899
7230,0.135317,0.011844,-0.00976801,0.0115018,-0.00778221,0.148729,0.342308,0.0113163,-0.0544821,0.0546398
7238,0.135317,0.011844,-0.00976801,0.0115018,-0.00672318,-0.0595156,0.344293,0.0421788,-0.017815,0.0246346
7246,0.135317,0.011844,-0.00976801,0.0115018,-0.0074365,-0.220851,0.330825,0.0339491,0.0113413,-0.00697109
7254,0.135317,0.011844,-0.00976801,0.0115018,-0.00921278,-0.279073,0.315405,-0.0118302,0.0206181,-0.0272601
7261,0.135317,0.011844,-0.00976801,0.0115018,-0.0113938,-0.154377,0.315082,-0.0550384,-0.00225426,-0.0142363
7270,0.135238,0.0118754,-0.00976801,0.0115018,-0.0119431,0.0563954,0.31967,0.0144025,-0.0292493,0.0297873
7278,0.135238,0.0118854,-0.00976801,0.0115018,-0.0113688,0.220942,0.327614,0.0426928,-0.0554756,0.0632048
7286,0.135238,0.0118897,-0.00732601,0.0115018,-0.00976423,0.236262,0.344605,0.053495,-0.0613168,0.0716681
7294,0.135238,0.0118915,-0.00732601,0.0115018,-0.00784344,0.0550638,0.338618,0.0560668,-0.0324157,0.0428464
7302,0.135238,0.0118923,-0.00732601,0.0115018,-0.00799501,-0.125861,0.336762,-0.0149178,-0.0100319,0.00315077
7310,0.135238,0.0118927,-0.00732601,0.0115018,-0.00971678,-0.249362,0.319141,-0.056581,0.0109166,-0.0280377
7318,0.135238,0.0118928,-0.00976801,0.0115018,-0.0116007,-0.198206,0.309184,-0.0236613,0.0100579,-0.019281
7326,0.135238,0.0118929,-0.00976801,0.0115018,-0.013294,-0.00728872,0.311763,-0.0452646,-0.0224725,0.00871065
7333,0.135238,0.0118929,-0.00976801,0.0115018,-0.0133266,0.162852,0.31619,-0.0231471,-0.0489701,0.0409503
7342,0.135238,0.0118929,-0.00976801,0.0115018,-0.0120879,0.278499,0.334001,0.0113163,-0.0688174,0.069307
7350,0.135238,0.0118929,-0.00976801,0.0115018,-0.0101715,0.20615,0.335526,-0.0118305,-0.062345,0.0571781
7358,0.135238,0.0118929,-0.00732601,0.0115018,-0.00882368,0.018957,0.336886,0.0077157,-0.0304433,0.0293361
7366,0.135238,0.0118929,-0.00732601,0.0115018,-0.00882232,-0.153438,0.325779,0.0169746,0.00124712,-0.00069867
7374,0.135317,0.0118615,-0.00976801,0.0115018,-0.00988839,-0.212456,0.313718,-0.0452643,0.00677118,-0.0211108
7382,0.135317,0.0118515,-0.00976801,0.0115018,-0.011645,-0.0977509,0.311215,-0.0313768,-0.00795267,-0.00278359
7390,0.135317,0.0118472,-0.00976801,0.0115018,-0.0119214,0.067056,0.313167,-0.0303486,-0.0353218,0.0253299
7398,0.135317,0.0118453,-0.00976801,0.0115018,-0.0113648,0.231468,0.324012,-0.0226328,-0.0644165,0.0567595
7405,0.135317,0.0118446,-0.00976801,0.0115018,-0.00946708,0.269839,0.336727,0.0653259,-0.0651382,0.0783896
7414,0.135317,0.0118442,-0.00976801,0.0115018,-0.007745,0.0927673,0.339263,0.0113161,-0.0446874,0.0446736
7422,0.135317,0.0118441,-0.00976801,0.0115018,-0.00722766,-0.122265,0.331835,-0.0313767,-0.0132878,0.00254458
7430,0.135317,0.011844,-0.00976801,0.0115018,-0.00846783,-0.233773,0.320587,-0.0324055,0.0087572,-0.0201049
7438,0.135317,0.011844,-0.00976801,0.0115018,-0.0103101,-0.165164,0.31101,-0.097217,-0.00626161,-0.0202018
7446,0.135317,0.011844,-0.00976801,0.0115018,-0.0110023,0.0317484,0.312316,-0.0144026,-0.0286774,0.0223546
7454,0.135317,0.011844,-0.00976801,0.0115018,-0.0105973,0.157924,0.317541,0.0380635,-0.0449903,0.0514447
7462,0.135317,0.011844,-0.00976801,0.0115018,-0.00940535,0.25372,0.329864,-0.0128593,-0.070636,0.065384
7470,0.135317,0.011844,-0.00976801,0.0115018,-0.0074022,0.187763,0.340393,-0.00565825,-0.0632242,0.0595006
7477,0.135317,0.011844,-0.00976801,0.0115018,-0.00644263,0.00869967,0.339432,0.0282905,-0.0304599,0.0342143
7486,0.135317,0.011844,-0.00976801,0.0115018,-0.00654887,-0.172089,0.33069,-0.0360058,-0.00625713,-0.00572146
7494,0.135317,0.011844,-0.00976801,0.0115018,-0.00792761,-0.227113,0.319678,-0.0159455,0.00898325,-0.0164175
7502,0.135317,0.011844,-0.00976801,0.0115018,-0.0093764,-0.133458,0.313119,-0.0401216,-0.00646429,-0.00641135
7510,0.135317,0.011844,-0.00976801,0.0115018,-0.00983067,0.0711845,0.318148,-0.00257188,-0.0364341,0.0330428
7518,0.135317,0.011844,-0.00976801,0.0115018,-0.00914055,0.205887,0.330192,0.0632681,-0.0540888,0.0666626
7526,0.135317,0.011844,-0.00976801,0.0115018,-0.00760274,0.257315,0.342209,0.0257187,-0.0711701,0.075063
7534,0.135317,0.011844,-0.00976801,0.0115018,-0.00618489,0.0635893,0.339236,0.00874411,-0.0422635,0.0415765
7542,0.135317,0.011844,-0.00976801,0.0115018,-0.0056393,-0.124795,0.334625,-0.0360059,-0.0160539,0.0042343
7549,0.135317,0.011844,-0.00976801,0.0115018,-0.00666812,-0.238304,0.324877,-0.0812717,0.00058001,-0.0234483
7558,0.135317,0.011844,-0.00976801,0.0115018,-0.008472,-0.178221,0.321578,-0.0241756,0.00028604,-0.00952081
7566,0.135317,0.011844,-0.00976801,0.0115018,-0.00958894,-0.00129315,0.323017,0.00977325,-0.0239811,0.0232854
7574,0.135317,0.011844,-0.00976801,0.0115018,-0.00938696,0.166183,0.328642,0.0627534,-0.0469219,0.0592485
7582,0.135317,0.011844,-0.00976801,0.0115018,-0.00813721,0.189634,0.337365,0.0550384,-0.0548826,0.0654798
7590,0.135317,0.011844,-0.00976801,0.0115018,-0.00675635,0.113688,0.342298,1e-07,-0.0513729,0.0487675
7598,0.135317,0.011844,-0.00976801,0.0115018,-0.0061874,-0.0639102,0.343405,-0.0210893,-0.0251317,0.0170125
7606,0.135317,0.011844,-0.00976801,0.0115018,-0.00681262,-0.182614,0.333597,-0.0174885,-0.00241975,-0.00522409
7614,0.135317,0.011844,-0.00976801,0.0115018,-0.00806871,-0.207929,0.324549,-0.00514326,0.00645921,-0.0112865
7621,0.135317,0.011844,-0.00976801,0.0115018,-0.00941329,-0.139719,0.323737,-0.0313767,-0.0060465,-0.00478369
7630,0.135317,0.011844,-0.00976801,0.0115018,-0.0105276,0.0490673,0.324833,0.00822993,-0.0315779,0.0306586
7638,0.135317,0.011844,-0.00976801,0.0115018,-0.00983248,0.172845,0.337034,0.0426926,-0.0511354,0.0587418
7646,0.135317,0.011844,-0.00976801,0.0115018,-0.00884476,0.168981,0.345105,0.0498941,-0.0523052,0.0616151
7654,0.135317,0.011844,-0.00976801,0.0115018,-0.00744696,-0.0127494,0.340977,0.068926,-0.0209479,0.0342129
7662,0.135317,0.011844,-0.00976801,0.0115018,-0.00794274,-0.14238,0.332718,0.00925812,-0.00429194,0.0030676
7670,0.135317,0.011844,-0.00976801,0.0115018,-0.00909864,-0.200732,0.32254,-0.0236609,0.0048206,-0.0140122
7678,0.135317,0.011844,-0.00976801,0.0115018,-0.0106603,-0.148778,0.314349,-0.0396064,-0.00226715,-0.0105529
7686,0.135317,0.011844,-0.00976801,0.0115018,-0.0115579,0.0232221,0.323655,-0.0005146,-0.0266746,0.0235966
7693,0.135317,0.011844,-0.00976801,0.0115018,-0.0112463,0.137672,0.323918,0.0473222,-0.0406444,0.0492131
7702,0.135317,0.011844,-0.00976801,0.0115018,-0.010011,0.232665,0.346875,0.0617246,-0.0602318,0.0725121
7710,0.135317,0.011844,-0.00976801,0.0115018,-0.00816934,0.124479,0.343524,0.0828145,-0.0416651,0.0586187
7718,0.135317,0.011844,-0.00976801,0.0115018,-0.00750824,-0.0989494,0.340295,0.0411503,-0.00961546,0.0160592
7726,0.135317,0.011844,-0.00976801,0.0115018,-0.00836405,-0.225115,0.330958,-0.0426933,0.00428372,-0.0180305
7734,0.135317,0.011844,-0.00976801,0.0115018,-0.0100452,-0.22738,0.318077,0.0102876,0.0153016,-0.0165766
7742,0.135317,0.011844,-0.00976801,0.0115018,-0.0118643,-0.110277,0.313218,-0.00668693,-0.0029797,-0.00197032
7750,0.135317,0.011844,-0.00976801,0.0115018,-0.0123248,0.104094,0.322116,0.0514377,-0.032766,0.0421868
7758,0.135317,0.011844,-0.00976801,0.0115018,-0.0115406,0.191233,0.329636,0.0303478,-0.0521129,0.0568356
7765,0.135317,0.011844,-0.00976801,0.0115018,-0.0105829,0.233598,0.342514,-0.004115,-0.0666529,0.0633869
7774,0.135317,0.011844,-0.00976801,0.0115018,-0.00938931,-0.00169304,0.336527,0.0581241,-0.0206692,0.0313891
7782,0.135317,0.011844,-0.00976801,0.0115018,-0.0103605,-0.132387,0.32566,0.0910444,0.00815013,0.00992348
7790,0.135317,0.011844,-0.00976801,0.0115018,-0.0113218,-0.209395,0.318306,0.0169752,0.0148095,-0.0144699
7798,0.135317,0.011844,-0.00976801,0.0115018,-0.0126914,-0.16823,0.306802,0.013374,0.0112484,-0.0116542
7806,0.135317,0.011844,-0.00976801,0.0115018,-0.013611,0.0214883,0.311256,-0.00051441,-0.0215516,0.0184363
7814,0.135317,0.011844,-0.00976801,0.0115018,-0.0130117,0.200291,0.317955,0.0462937,-0.0478349,0.0563259
7822,0.135317,0.011844,-0.00976801,0.0115018,-0.0114575,0.265841,0.335108,0.0750988,-0.060309,0.075825
7830,0.135317,0.011844,-0.00976801,0.0115018,-0.00972838,0.146329,0.337073,0.00823013,-0.0509131,0.0503054
7837,0.135317,0.011844,-0.00976801,0.0115018,-0.00891081,-0.0759023,0.333108,0.0236614,-0.012434,0.0147988
7846,0.135317,0.011844,-0.00976801,0.0115018,-0.00974646,-0.223116,0.316045,0.0190319,0.0155337,-0.0147275
7854,0.135317,0.011844,-0.00976801,0.0115018,-0.0117143,-0.208862,0.30917,0.00308665,0.0150975,-0.0180413
7862,0.135317,0.011844,-0.00976801,0.0115018,-0.0132637,-0.0334021,0.308035,-0.0293195,-0.0157302,0.00565249
7870,0.135317,0.011844,-0.00976801,0.0115018,-0.0134597,0.161118,0.311509,-0.0375493,-0.0495076,0.0380815
7878,0.135317,0.011844,-0.00976801,0.0115018,-0.012027,0.272772,0.326247,0.072012,-0.0596175,0.0744168
7886,0.135317,0.011844,-0.00976801,0.0115018,-0.0111065,0.183502,0.329075,0.0396066,-0.0502388,0.0571296
7894,0.135317,0.011844,-0.00976801,0.0115018,-0.0101322,0.0377451,0.328061,-0.0226326,-0.0343875,0.0261552
7902,0.135317,0.011844,-0.00976801,0.0115018,-0.00987338,-0.132788,0.325441,-0.0236613,-0.00593521,-0.00305931
7909,0.135317,0.011844,-0.00976801,0.0115018,-0.0109254,-0.203663,0.320176,-0.0102873,0.00979043,-0.0158619
7918,0.135317,0.011844,-0.00976801,0.0115018,-0.0125067,-0.131723,0.309701,-0.00514336,0.00224132,-0.00690276
7926,0.135317,0.011844,-0.00976801,0.0115018,-0.0134566,0.0802441,0.313428,0.042178,-0.0269071,0.0340513
7934,0.135317,0.011844,-0.00976801,0.0115018,-0.0124793,0.216013,0.320677,0.0128595,-0.0555764,0.0562324
7942,0.135317,0.011844,-0.00976801,0.0115018,-0.0107549,0.24026,0.332178,0.0848713,-0.0553797,0.0731341
7950,0.135317,0.011844,-0.00976801,0.0115018,-0.00960826,0.039211,0.33285,0.0288049,-0.0300671,0.0339885
7958,0.135317,0.011844,-0.00976801,0.0115018,-0.0104249,-0.10561,0.323173,-0.0529804,-0.012806,-0.00303388
7966,0.135317,0.011844,-0.00976801,0.0115018,-0.0112762,-0.172754,0.314635,-0.0406356,0.00242458,-0.0155703
7974,0.135317,0.011844,-0.00976801,0.0115018,-0.0125842,-0.129725,0.310226,-0.0534945,-0.00376701,-0.0123018
7981,0.135317,0.011844,-0.00976801,0.0115018,-0.0129723,0.0003069,0.311302,0.0164601,-0.0169002,0.017736
7990,0.135317,0.011844,-0.00732601,0.0115018,-0.0129022,0.17431,0.31816,0.0200604,-0.0463732,0.048594
7998,0.135317,0.011844,-0.00732601,0.0115018,-0.0115718,0.241726,0.328615,0.0396068,-0.0588622,0.0659243
8006,0.135317,0.011844,-0.00732601,0.0115018,-0.00991453,0.166714,0.329693,0.0565812,-0.046785,0.0576484
8014,0.135317,0.011844,-0.00732601,0.0115018,-0.0088027,-0.0127509,0.329462,0.0257186,-0.0219177,0.0249627
8022,0.135317,0.011844,-0.00976801,0.0115018,-0.00910709,-0.140913,0.32327,-0.0169743,-0.00449787,-0.00293205
8030,0.135317,0.011844,-0.00976801,0.0115018,-0.0099492,-0.175686,0.314612,-0.0565812,-0.00079346,-0.0161051
8038,0.135317,0.011844,-0.00976801,0.0115018,-0.0113849,-0.0721714,0.314082,-0.0632681,-0.0168178,-0.00136298
8046,0.135317,0.011844,-0.00976801,0.0115018,-0.0115597,0.107426,0.320143,-0.00051433,-0.0401832,0.0373631
8053,0.135317,0.011844,-0.00976801,0.0115018,-0.0106001,0.224273,0.332664,0.0468076,-0.0574838,0.0662073
8062,0.135317,0.011844,-0.00976801,0.0115018,-0.00898645,0.159919,0.34255,0.0725266,-0.0475165,0.0621381
8070,0.135317,0.011844,-0.00976801,0.0115018,-0.00798951,-0.0393944,0.334427,0.051952,-0.016689,0.0258571
8078,0.135317,0.011844,-0.00976801,0.0115018,-0.00864004,-0.17995,0.323667,-0.0308614,-0.00031715,-0.0105033
8086,0.135317,0.011844,-0.00976801,0.0115018,-0.0102991,-0.178351,0.318089,-0.0380631,0.00175741,-0.0142981
8094,0.135317,0.011844,-0.00732601,0.0115018,-0.0116278,-0.113207,0.311803,-0.0555522,-0.00795282,-0.00853682
8102,0.135317,0.011844,-0.00732601,0.0115018,-0.0120336,0.077181,0.32491,0.00154306,-0.0346044,0.0321703
8110,0.135317,0.011844,-0.00976801,0.0115018,-0.0114558,0.170581,0.33301,0.0195461,-0.0505937,0.0527052
8118,0.135317,0.011844,-0.00976801,0.0115018,-0.0101239,0.183636,0.339841,0.0180031,-0.0558978,0.0577057
8125,0.135317,0.011844,-0.00976801,0.0115018,-0.00957697,0.0815776,0.339211,0.0648111,-0.0339752,0.0465264
8134,0.135317,0.011844,-0.00732601,0.0115018,-0.00892463,-0.0997483,0.3341,0.0241758,-0.00813426,0.0105469
8142,0.135317,0.011844,-0.00732601,0.0115018,-0.00968831,-0.22325,0.325526,-0.0437217,0.00694828,-0.0209526
