TimeStamp,h_d,theta_d,v_d,psi_dot_d,theta_hat,theta_dot_hat,v_hat,psi_dot_hat,tau_RW,tau_LW
16670,0.132619,0.013473,0.753968,0.0230037,-0.00188397,-0.32264,1.27,0.0149174,-0.00953346,0.00647616
16678,0.132619,0.013473,0.753968,0.0230037,-0.00484531,-0.354888,1.2533,-0.0216037,-0.00174432,-0.0100768
16686,0.132619,0.013473,0.675092,0.0230037,-0.00976926,-0.154788,1.25572,0.0457796,-0.0332879,0.0379139
16694,0.132619,0.013473,0.675092,0.0230037,-0.0119165,0.0029684,1.24748,-0.123451,-0.0750888,0.0402132
16702,0.132619,0.013473,0.633333,0.0230037,-0.0127169,0.166179,1.27412,0.127562,-0.0824626,0.107327
16710,0.132619,0.013473,0.633333,0.0230037,-0.011403,0.045739,1.28152,0.0128578,-0.0790213,0.0764661
16718,0.132619,0.013473,0.547497,0.0230037,-0.0108915,-0.133586,1.29889,0.0972173,-0.0566952,0.0735286
16726,0.132619,0.013473,0.547497,0.0230037,-0.0113034,-0.354348,1.29219,-0.00205539,-0.0301788,0.0229043
16733,0.132619,0.013473,0.547497,0.0230037,-0.0136356,-0.517156,1.27659,-0.0740689,-0.00598461,-0.0188174
16742,0.132619,0.013473,0.46862,0.0230037,-0.0171952,-0.470538,1.26959,0.0154319,-0.00985258,0.00627309
16750,0.132619,0.013473,0.46862,0.0230037,-0.0212751,-0.400069,1.26793,-0.0334333,-0.0214203,0.00645906
16758,0.132619,0.013473,0.317827,0.0230037,-0.0241754,-0.104817,1.29256,0.058635,-0.0837485,0.0913891
16766,0.132619,0.013473,0.317827,0.0230037,-0.0249597,-0.038321,1.30649,0.0133702,-0.101264,0.0984115
16774,0.132619,0.013473,0.215751,0.0230037,-0.0258015,-0.183016,1.3146,0.0740715,-0.0867303,0.0977672
16782,0.132619,0.013473,0.215751,0.0230037,-0.0278132,-0.481446,1.31549,-0.117275,-0.0572258,0.0221631
16790,0.132619,0.013473,0.0510379,0.0230037,-0.0312972,-0.652361,1.32499,0.21398,-0.0131543,0.055733
16798,0.132619,0.013473,0.0510379,0.0230037,-0.0362698,-0.756436,1.3158,-0.184145,-0.0345254,-0.0172615
16805,0.132619,0.013473,0.0510379,0.0230037,-0.0428298,-0.814695,1.3055,0.122422,0.0219034,-0.00160067
16814,0.132619,0.013473,0.00232002,0.0230037,-0.0494415,-0.653079,1.30805,-0.0457811,-0.0238729,0.00486878
16822,0.132619,0.013473,0.00232002,0.0230037,-0.0537944,-0.321584,1.33847,0.0781873,-0.0631059,0.0743063
16830,0.132619,0.013473,0.00232002,0.0230037,-0.0553257,-0.347026,1.32334,-0.00308543,-0.0639312,0.0558461
16838,0.132619,0.013473,0.00232002,0.0230037,-0.0578175,-0.442541,1.33767,0.0226287,-0.0439696,0.0416299
16846,0.132619,0.013473,0.00232002,0.0230037,-0.0611277,-0.588154,1.32629,-0.0889866,-0.0266282,-0.0025488
16854,0.132619,0.013473,0.00232002,0.0230037,-0.0657561,-0.827711,1.30203,0.163574,0.0530687,-0.0234255
16862,0.132619,0.013473,0.00232002,0.0230037,-0.0727974,-0.707296,1.2907,-0.153795,0.0072075,-0.0522194
16870,0.132619,0.013473,0.00232002,0.0230037,-0.0787465,-0.465738,1.27146,-0.0226317,-0.00609277,-0.00731727
16877,0.132619,0.013473,0.00232002,0.0230037,-0.0825247,-0.361304,1.24429,0.0457795,-0.00577579,0.00877135
16886,0.132619,0.013473,0.00232002,0.0230037,-0.0879899,-0.0513949,1.26556,-0.0514377,-0.0644953,0.0454024
16894,0.132619,0.013473,0.00232002,0.0230037,-0.0881446,0.0184299,1.27303,0.0504095,-0.0650511,0.0702088
16902,0.132619,0.013473,0.00232002,0.0153358,-0.0882114,-0.121729,1.2747,-0.0375501,-0.0514719,0.0372519
16910,0.132619,0.013473,0.00232002,0.0153358,-0.0889585,-0.326102,1.26184,0.0792127,-0.00076489,0.0134755
16918,0.132619,0.013473,0.00232002,0.0153358,-0.0914881,-0.387251,1.26038,-0.100303,-0.00808337,-0.0218027
16926,0.132619,0.013473,0.00232002,0.0153358,-0.092709,-0.379658,1.24727,0.0488653,0.0120217,-0.0066936
16934,0.132619,0.013473,-0.0023199,0.0153358,-0.0927208,-0.327042,1.24172,-0.0879579,-0.0126535,-0.0141562
16942,0.132619,0.013473,-0.0023199,0.0153358,-0.0954401,-0.266429,1.22795,0.088473,0.00404088,0.0109373
16949,0.132619,0.013473,-0.0023199,0.0153358,-0.0973885,-0.140115,1.22357,-0.00102846,-0.0240511,0.0182557
16958,0.132619,0.013473,-0.0023199,0.0153358,-0.0983205,-0.0198046,1.22641,-0.0365204,-0.0473412,0.0335186
16966,0.132619,0.013473,-0.0023199,0.0153358,-0.0990357,-0.158765,1.21507,0.164086,0.00212185,0.0309757
16974,0.132619,0.013473,-0.0023199,0.0153358,-0.100445,-0.206463,1.2082,-0.101331,-0.0182109,-0.0115083
16982,0.132619,0.013473,-0.0023199,0.0153358,-0.101606,-0.114399,1.20051,0.0360063,-0.0144487,0.0174082
16990,0.132619,0.013473,-0.0023199,0.0153358,-0.102115,-0.0840232,1.19581,-0.0601831,-0.0293602,0.00969841
16998,0.132619,0.013473,-0.0023199,0.0153358,-0.102622,-0.0741657,1.19362,0.0416636,-0.017944,0.0223449
17006,0.132619,0.013473,-0.0046398,0.0230037,-0.103215,-0.0465862,1.18632,0.0226359,-0.0240422,0.0222159
17014,0.132619,0.013473,-0.0046398,0.0230037,-0.103931,-0.0633721,1.18599,-0.0678984,-0.0308948,0.00763673
17021,0.132619,0.013473,-0.0046398,0.0230037,-0.104032,-0.0511174,1.1851,0.0843559,-0.0147031,0.0274197
17030,0.132619,0.013473,-0.0046398,0.0230037,-0.104261,-0.164099,1.16337,-0.10699,-0.0147223,-0.0180754
17038,0.132619,0.013473,-0.0046398,0.0230037,-0.105362,-0.125593,1.17009,0.0113164,-0.00673068,0.00195983
17046,0.132619,0.013473,-0.0046398,0.0230037,-0.106563,-0.160098,1.15367,-0.0483513,-0.00375451,-0.0152247
17054,0.132619,0.013473,-0.0046398,0.0230037,-0.109271,-0.0870906,1.13903,-0.0591528,-0.0110496,-0.0102999
17062,0.132619,0.013473,-0.0046398,0.0230037,-0.109944,0.0357466,1.14458,0.140937,-0.00779209,0.0340357
17070,0.132619,0.013473,-0.0046398,0.0230037,-0.109373,0.0618642,1.12952,-0.0822999,-0.0367802,0.0104152
17078,0.132619,0.013473,-0.0046398,0.0153358,-0.108512,0.056934,1.12859,0.0313775,-0.0226975,0.0249735
17086,0.132619,0.013473,-0.0046398,0.0153358,-0.107296,-0.0484485,1.11861,-0.0298326,-0.0125146,4.001e-05
17093,0.132619,0.013473,-0.0046398,0.0153358,-0.107776,-0.0385923,1.11426,-0.0884729,-0.0196985,-0.00659561
17102,0.132619,0.013473,-0.00695971,0.0230037,-0.10788,-0.0343293,1.10445,0.108019,0.00319391,0.0150938
17110,0.132619,0.013473,-0.00695971,0.0230037,-0.108261,0.0193646,1.0943,-0.0617238,-0.0235444,0.00192067
17118,0.132619,0.013473,-0.00695971,0.0153358,-0.108178,0.0970364,1.10341,0.0293195,-0.0263592,0.0282732
17126,0.132619,0.013473,-0.00695971,0.0153358,-0.107442,0.0991711,1.08901,0.00462908,-0.0283139,0.0244156
17134,0.132619,0.013473,-0.00695971,0.0230037,-0.106505,0.196827,1.11545,-0.0735548,-0.0601486,0.0362975
17142,0.132619,0.013473,-0.00695971,0.0230037,-0.104191,0.0637245,1.09878,0.0678987,-0.0219227,0.0310909
17150,0.132619,0.013473,-0.00695971,0.0230037,-0.103492,-0.0624407,1.08989,-0.0483498,-0.014248,-0.00439642
17158,0.132619,0.013473,-0.00695971,0.0230037,-0.10383,-0.071634,1.09567,0.0390927,-0.00288931,0.00485323
17165,0.132619,0.013473,-0.00695971,0.0230037,-0.102459,-0.0841584,1.08679,0.0627539,0.00152296,0.00600755
17174,0.132619,0.013473,-0.00695971,0.0230037,-0.10268,0.00697108,1.08695,-0.17283,-0.0410529,-0.00675291
17182,0.132619,0.013473,-0.00695971,0.0230037,-0.10487,0.0278902,1.06885,0.141969,-0.00150821,0.0280387
17190,0.132619,0.013473,-0.00695971,0.0153358,-0.104788,0.0761195,1.08519,-0.0210947,-0.0305518,0.0205506
17198,0.132619,0.013473,-0.00695971,0.0153358,-0.103624,0.171378,1.08577,-0.0581261,-0.0523844,0.0339477
17206,0.132619,0.013473,-0.00695971,0.0153358,-0.101314,0.0599956,1.08067,0.119335,-0.0153705,0.0385194
17214,0.132619,0.013473,-0.00695971,0.0153358,-0.0996578,-0.0721664,1.06577,-0.103904,-0.019655,-0.0102681
17222,0.132619,0.013473,-0.00695971,0.0230037,-0.0999771,-0.131858,1.07081,0.0133734,0.00277506,-0.00701003
17230,0.132619,0.013473,-0.00695971,0.0230037,-0.101223,-0.112803,1.05074,-0.0046289,0.00243773,-0.010885
17238,0.132619,0.013473,-0.00695971,0.0230037,-0.102262,-0.0294024,1.05097,-0.0406374,-0.0142315,-0.00247836
17246,0.132619,0.013473,-0.00695971,0.0230037,-0.102466,0.0946374,1.04003,0.154312,-0.00976709,0.0394457
17254,0.132619,0.013473,-0.00695971,0.0230037,-0.101801,0.163521,1.03977,-0.0828146,-0.0499898,0.0239137
17262,0.132619,0.013473,-0.00695971,0.0153358,-0.100626,0.164849,1.03835,-0.0303486,-0.0445068,0.0326463
17270,0.132619,0.013473,-0.00695971,0.0153358,-0.0993553,0.0285569,1.02834,0.132195,-0.00290868,0.0290212
17278,0.132619,0.013473,-0.00695971,0.0153358,-0.0990081,0.0373508,1.03233,-0.111104,-0.0341519,0.00286679
17286,0.132619,0.013473,-0.00695971,0.0153358,-0.098609,-0.00688503,1.02147,0.0838441,-0.00265212,0.0172547
17294,0.132619,0.013473,-0.00695971,0.0230037,-0.0984488,0.0457458,1.02997,0.0149208,-0.021983,0.018669
17302,0.132619,0.013473,-0.00695971,0.0230037,-0.0975967,0.0849121,1.01946,-0.0658399,-0.0374633,0.0152161
17309,0.132619,0.013473,-0.00695971,0.0230037,-0.0968088,0.0733203,1.0209,0.150198,-0.0113995,0.040124
17318,0.132619,0.013473,-0.00695971,0.0230037,-0.0963351,0.0170958,1.01518,-0.0956743,-0.0307855,0.00130887
17326,0.132619,0.013473,-0.00695971,0.0230037,-0.096264,0.0206963,1.01942,-0.120879,-0.0351332,-0.00028057
17334,0.132619,0.013473,-0.00695971,0.0230037,-0.0961402,-0.0479155,1.00407,0.188774,0.0150205,0.022451
17342,0.132619,0.013473,-0.00695971,0.0230037,-0.0963709,-0.0107471,1.00196,-0.0252038,-0.0156926,0.00276412
17350,0.132619,0.013473,-0.00695971,0.0230037,-0.0965012,0.0811805,1.00552,-0.0421773,-0.0333156,0.0166572
17358,0.132619,0.013473,-0.00695971,0.0230037,-0.094663,0.10663,0.997498,0.0555524,-0.0272449,0.0337587
17366,0.132619,0.013473,-0.00695971,0.0153358,-0.0938337,0.0718555,0.998014,-0.00720064,-0.0291957,0.0226139
17374,0.132619,0.013473,-0.00695971,0.0153358,-0.0928487,0.00563777,0.999223,0.072527,-0.0103782,0.0224302
17381,0.132619,0.013473,-0.00695971,0.0153358,-0.0928828,-0.0652388,0.979913,0.0756147,0.00488228,0.00768143
17390,0.132619,0.013473,-0.00695971,0.0153358,-0.0928481,-0.0726984,0.978043,-0.0874433,-0.0128416,-0.0131062
17398,0.132619,0.013473,-0.00695971,0.0153358,-0.0932672,0.047074,0.975781,0.0241753,-0.0185909,0.0193462
17406,0.132619,0.013473,-0.0046398,0.0153358,-0.0928156,0.0340206,0.960157,0.0694402,-0.00882512,0.0202304
17414,0.132619,0.013473,-0.0046398,0.0153358,-0.0926915,0.101965,0.968057,-0.0483514,-0.0354016,0.0192108
17422,0.132619,0.013473,-0.0046398,0.0153358,-0.0921001,0.127547,0.961813,-1.8e-07,-0.0337477,0.0290556
17430,0.132619,0.013473,-0.0046398,0.0153358,-0.091256,0.0693248,0.959237,0.11522,-0.0112699,0.0336112
17438,0.132619,0.013473,-0.0046398,0.0153358,-0.0904501,0.103963,0.967822,-0.0720142,-0.0415572,0.01982
17446,0.132619,0.013473,-0.0046398,0.0153358,-0.0894764,-0.00568336,0.94627,-0.00668586,-0.0135621,0.00692575
17453,0.132619,0.013473,-0.0046398,0.0153358,-0.0893603,-0.0319299,0.949112,0.0226333,-0.00637646,0.00658347
17462,0.132619,0.013473,-0.0046398,0.0153358,-0.0893822,0.0506695,0.955354,-0.0678974,-0.0317011,0.010789
17470,0.132619,0.013473,-0.0046398,0.0153358,-0.0889185,0.0589316,0.946968,0.04115,-0.0195067,0.0243657
17478,0.132619,0.013473,-0.0046398,0.0153358,-0.0884376,0.0552011,0.944673,0.0678979,-0.016027,0.0271954
17486,0.132619,0.013473,-0.0046398,0.0153358,-0.0870839,0.059065,0.947674,-0.103387,-0.0391894,0.00995861
17494,0.132619,0.013473,-0.0046398,0.0153358,-0.0863461,0.0196278,0.93678,-0.0205742,-0.0221566,0.0123638
17502,0.132619,0.013473,-0.0046398,0.0153358,-0.085886,-0.0765631,0.925061,0.128079,0.0125489,0.0124619
17510,0.132619,0.013473,-0.0046398,0.0230037,-0.086419,-0.0717665,0.924207,-0.104932,-0.0157361,-0.0160581
17518,0.132619,0.013473,-0.0046398,0.0230037,-0.0867454,-0.00382023,0.918567,-0.0180028,-0.0153928,0.00431824
17525,0.132619,0.013473,-0.0046398,0.0230037,-0.0869473,0.0496064,0.907825,0.130651,-0.00472055,0.0288928
17534,0.132619,0.013473,-0.00695971,0.0230037,-0.0865089,0.177107,0.918018,-0.0735554,-0.0525187,0.0288824
17542,0.132619,0.013473,-0.00695971,0.0230037,-0.0838625,0.0977003,0.908275,-0.0267469,-0.0359104,0.0231209
17550,0.132619,0.013473,-0.00695971,0.0230037,-0.0831109,-0.0159428,0.895797,0.0632673,-0.00550091,0.0136248
17558,0.132619,0.013473,-0.00695971,0.0230037,-0.0831066,-0.0559123,0.891444,-0.049379,-0.0114581,-0.00712918
17566,0.132619,0.013473,-0.00695971,0.0230037,-0.0836659,0.0270905,0.901005,-0.020575,-0.0225858,0.0110416
17574,0.132619,0.013473,-0.00695971,0.0230037,-0.0841575,0.0240247,0.886611,0.0123455,-0.0152069,0.0114153
17582,0.132619,0.013473,-0.00695971,0.0230037,-0.083951,0.128878,0.889024,-0.0298336,-0.0382176,0.0247904
17590,0.132619,0.013473,-0.00695971,0.0230037,-0.0827441,0.141002,0.890157,-0.00514392,-0.0391544,0.0316098
17597,0.132619,0.013473,-0.00695971,0.0230037,-0.0812155,0.0845129,0.892072,0.0169738,-0.0295958,0.027124
17606,0.132619,0.013473,-0.00927961,0.0230037,-0.0805537,0.0166973,0.890951,0.00463001,-0.0209174,0.0153365
17614,0.132619,0.013473,-0.00927961,0.0230037,-0.0808776,-0.0367282,0.877461,-0.0591515,-0.0169666,-0.00383765
17622,0.132619,0.013473,-0.00927961,0.0230037,-0.0812963,-0.0480524,0.87645,0.0401215,-0.00265637,0.00524463
17630,0.132619,0.013473,-0.00927961,0.0230037,-0.0811532,0.00217535,0.879206,0.0627537,-0.00894977,0.0170347
17638,0.132619,0.013473,-0.00927961,0.0230037,-0.0808485,0.106761,0.881537,-0.157913,-0.0530687,0.00938726
17646,0.132619,0.013473,-0.00927961,0.0230037,-0.0798466,0.162985,0.884032,-0.00822946,-0.0465209,0.038357
17654,0.132619,0.013473,-0.00927961,0.0230037,-0.0781087,-0.0820236,0.857285,0.203692,0.0209583,0.0201826
17662,0.132619,0.013473,-0.00927961,0.0230037,-0.0790417,-0.0266044,0.882434,-0.153286,-0.0330543,-0.00991177
17669,0.132619,0.013473,-0.00927961,0.0230037,-0.0792281,-0.0236712,0.871828,-0.0745845,-0.0223033,-0.00208056
17678,0.132619,0.013473,-0.00927961,0.0230037,-0.0796953,-0.0996119,0.853162,0.102361,0.0147718,0.00237297
17686,0.132619,0.013473,-0.00927961,0.0230037,-0.0805247,0.0421421,0.854645,-0.0195464,-0.0221752,0.0109611
17694,0.132619,0.013473,-0.00927961,0.0230037,-0.0801224,0.123149,0.849573,-0.018003,-0.035147,0.0245478
17702,0.132619,0.013473,-0.00927961,0.0230037,-0.078295,0.140472,0.855257,0.0375476,-0.0348927,0.037486
17710,0.132619,0.013473,-0.00927961,0.0230037,-0.0770016,0.138604,0.852718,0.0828141,-0.0306146,0.0439061
17718,0.132619,0.013473,-0.00927961,0.0230037,-0.0754931,0.067323,0.848183,0.0200607,-0.02754,0.0258249
17726,0.132619,0.013473,-0.00927961,0.0230037,-0.0747901,-0.0248701,0.840613,-0.0519516,-0.0204988,0.00151603
17734,0.132619,0.013473,-0.00927961,0.0230037,-0.073535,-0.0247371,0.836636,0.0411493,-0.010632,0.013644
17741,0.132619,0.013473,-0.00927961,0.0230037,-0.0734501,0.0237592,0.835534,0.022118,-0.0208467,0.0195143
17750,0.132619,0.013473,-0.00927961,0.0230037,-0.0733233,0.0253579,0.83255,-0.066868,-0.0312902,0.00895924
17758,0.132619,0.013473,-0.00927961,0.0230037,-0.0732463,0.0524052,0.831221,0.0977321,-0.0162674,0.0328727
17766,0.132619,0.013473,-0.00927961,0.0230037,-0.0728316,0.0777189,0.826666,-0.0293184,-0.0352663,0.021964
17774,0.132619,0.013473,-0.00927961,0.0230037,-0.0722696,0.123815,0.826212,-0.023147,-0.0428727,0.0311749
17782,0.132619,0.013473,-0.00927961,0.0230037,-0.0710594,0.00457449,0.814403,0.0406354,-0.0153636,0.0183772
17790,0.132619,0.013473,-0.00927961,0.0230037,-0.0709489,-0.0283329,0.817585,0.0138881,-0.013728,0.0103303
17798,0.132619,0.013473,-0.00927961,0.0230037,-0.0712229,-0.00541787,0.81969,-0.00720024,-0.0199718,0.0116618
17806,0.132619,0.013473,-0.00927961,0.0230037,-0.0711235,-0.00608678,0.808822,-0.0416648,-0.0223084,0.00586147
17813,0.132619,0.013473,-0.00927961,0.0230037,-0.071384,-0.00954863,0.808255,0.0329195,-0.012498,0.0136421
17822,0.132619,0.013473,-0.00927961,0.0230037,-0.071476,0.0150995,0.801817,0.00205824,-0.0190546,0.0129865
17830,0.132619,0.013473,-0.00927961,0.0230037,-0.0714479,0.0602619,0.800346,-0.0138876,-0.0282163,0.0185212
17838,0.132619,0.013473,-0.00927961,0.0230037,-0.0709851,0.0257586,0.788481,-0.00771318,-0.0204976,0.0121612
17846,0.132619,0.013473,-0.00927961,0.0230037,-0.0703615,0.0133674,0.785811,0.0138873,-0.0163252,0.0130589
17854,0.132619,0.013473,-0.00927961,0.0230037,-0.0701077,0.0658594,0.795184,-0.0128595,-0.0300295,0.0206133
17862,0.132619,0.013473,-0.00927961,0.0230037,-0.0700056,0.0501398,0.792463,-0.0380635,-0.0300972,0.0146853
17870,0.132619,0.013473,-0.00695971,0.0230037,-0.0696134,0.0525355,0.791308,0.0673834,-0.0180477,0.0275389
17878,0.132619,0.013473,-0.00695971,0.0230037,-0.0690162,0.025092,0.791849,0.112647,-0.00907444,0.0291758
17885,0.132619,0.013473,-0.00695971,0.0230037,-0.0685805,0.00537427,0.786876,-0.0972167,-0.0303334,0.00084335
17894,0.132619,0.013473,-0.00695971,0.0230037,-0.0680535,0.00417496,0.784575,-0.0113164,-0.0203654,0.0111557
17902,0.132619,0.013473,-0.00695971,0.0230037,-0.0680285,0.00870474,0.776742,0.126021,-0.00370639,0.0269279
17910,0.132619,0.013473,-0.00695971,0.0230037,-0.0679778,-0.00461921,0.769386,-0.00925885,-0.0163244,0.00757328
17918,0.132619,0.013473,-0.00695971,0.0230037,-0.0675601,-0.00248741,0.760746,-0.0745851,-0.0235565,-0.00060292
17926,0.132619,0.013473,-0.00695971,0.0230037,-0.0677798,0.0240287,0.756532,0.102874,-0.00605896,0.0238649
17934,0.132619,0.013473,-0.00695971,0.0230037,-0.0675896,0.0213612,0.751403,0.12345,-0.00262781,0.0252846
17942,0.132619,0.013473,-0.00927961,0.0230037,-0.0673661,0.0794497,0.755425,0.00977278,-0.0269724,0.0229759
17950,0.132619,0.013473,-0.00927961,0.0230037,-0.0653145,0.116089,0.758398,-0.0390923,-0.0420919,0.0267025
17957,0.132619,0.013473,-0.00927961,0.0230037,-0.0644963,0.583851,0.795853,-0.133735,-0.137881,0.101583
17966,0.132619,0.013473,-0.00927961,0.0230037,-0.0608775,0.0785993,0.750682,0.454194,0.0173989,0.0836019
17974,0.132619,0.013473,-0.00927961,0.0230037,-0.0629203,-0.377397,0.739386,0.172314,0.0643408,-0.0312887
17982,0.132619,0.013473,-0.00695971,0.0230037,-0.0649292,-0.243363,0.738728,0.0221186,0.0276757,-0.029701
17990,0.132619,0.013473,-0.00695971,0.0230037,-0.0645156,-0.139854,0.707701,0.0720128,0.020837,-0.0107689
17998,0.132619,0.013473,-0.00927961,0.0230037,-0.0656216,0.0117579,0.700345,-0.0226304,-0.0131014,0.00127132
18006,0.132619,0.013473,-0.00927961,0.0230037,-0.0651579,0.209616,0.703365,-0.151739,-0.0622116,0.0205118
18014,0.132619,0.013473,-0.00695971,0.0306715,-0.063434,0.378151,0.735766,0.130649,-0.0649669,0.0886528
18022,0.132619,0.013473,-0.00695971,0.0306715,-0.0610227,0.274363,0.729064,0.0293201,-0.0619422,0.0614305
18029,0.132619,0.013473,-0.00695971,0.0306715,-0.0586842,0.0630545,0.731523,-0.120365,-0.0481798,0.0117306
18038,0.132619,0.013473,-0.00695971,0.0306715,-0.0586248,-0.210062,0.713557,0.0570975,0.0207834,-0.0161707
18046,0.132619,0.013473,-0.00695971,0.0306715,-0.0603159,-0.253096,0.707273,0.152769,0.0425161,-0.0154763
18054,0.132619,0.013473,-0.00927961,0.383394,-0.0621907,-0.138519,0.694512,0.028804,-0.028379,-0.056784
18062,0.132619,0.013473,-0.00927961,0.383394,-0.0632824,0.0663889,0.689501,0.144025,-0.0464412,-0.0109209
18070,0.132619,0.013473,-0.00927961,0.950818,-0.0624789,0.17631,0.686399,0.128079,-0.13399,-0.06073
18078,0.132619,0.013473,-0.00927961,0.950818,-0.0609523,0.264508,0.706712,0.478884,-0.11263,0.00100727
18086,0.132619,0.013473,-0.00927961,1.34188,-0.0598952,0.113422,0.707463,0.760249,-0.102099,-0.0358589
18094,0.132619,0.013473,-0.00927961,1.34188,-0.059185,-0.0191434,0.700256,0.636797,-0.0944994,-0.0729901
18101,0.132619,0.013473,-0.00927961,1.34188,-0.0590817,-0.167826,0.68663,0.722698,-0.0576962,-0.0899666
18110,0.132619,0.013473,-0.00927961,1.77895,-0.0606852,-0.18035,0.676168,0.928962,-0.0789335,-0.123273
18118,0.132619,0.013473,-0.00927961,1.77895,-0.0615466,-0.0728346,0.67365,1.17946,-0.0656399,-0.0771239
18126,0.132619,0.013473,-0.00927961,1.89397,-0.0621241,0.0486712,0.660442,1.52307,-0.0559144,-0.0325349
18134,0.132619,0.013473,-0.00927961,1.89397,-0.0616106,0.202155,0.669862,1.62337,-0.0717412,0.00744111
18142,0.132619,0.013473,-0.00927961,2.19302,-0.059915,0.247856,0.675959,1.69744,-0.109128,-0.0081135
18150,0.132619,0.013473,-0.00927961,2.19302,-0.0578216,0.145531,0.672463,1.76431,-0.086607,-0.0151293
18158,0.132619,0.013473,-0.0139194,2.36938,-0.056751,-0.0250057,0.674208,1.90885,-0.0646038,-0.0451437
18166,0.132619,0.013473,-0.0139194,2.36938,-0.0569955,-0.129189,0.67121,2.10328,-0.0236178,-0.0405533
18173,0.132619,0.013473,-0.0139194,2.36938,-0.0577537,-0.178085,0.654884,2.10843,-0.0112435,-0.0518743
18182,0.132619,0.013473,-0.0139194,2.60708,-0.0590374,-0.0664407,0.641784,2.16141,-0.0476333,-0.0587706
18190,0.132619,0.013473,-0.0139194,2.60708,-0.0595135,0.0698555,0.644327,2.47723,-0.0327532,0.001305
18198,0.132619,0.013473,-0.0139194,2.75277,-0.0588077,0.158057,0.641167,2.40162,-0.0738993,-0.00950984
18206,0.132619,0.013473,-0.0139194,2.75277,-0.0576695,0.183904,0.640764,2.37796,-0.082465,-0.00643447
18214,0.132619,0.013473,-0.0139194,2.88313,-0.0571078,0.0746553,0.648028,2.61663,-0.0535453,-0.0101084
18222,0.132619,0.013473,-0.0139194,2.88313,-0.0570683,-0.00222172,0.644289,2.64903,-0.0364442,-0.0197922
18230,0.132619,0.013473,-0.0139194,3.02115,-0.0573323,-0.0589765,0.627014,2.74471,-0.0288891,-0.037521
18238,0.132619,0.013473,-0.0139194,3.02115,-0.0576863,-0.0393935,0.633622,2.81466,-0.0244687,-0.0253739
18245,0.132619,0.013473,-0.0139194,3.02115,-0.0575165,0.0269558,0.622425,2.78431,-0.0374653,-0.0193387
18254,0.132619,0.013473,-0.0139194,3.02882,-0.0572069,0.111292,0.616392,2.88205,-0.0402766,0.00499099
18262,0.132619,0.013473,-0.0139194,3.02882,-0.0563324,0.159654,0.626415,2.98235,-0.0392825,0.0278334
18270,0.132778,0.0134114,-0.0139194,3.03648,-0.0552369,0.1434,0.61271,2.93503,-0.0424246,0.0179618
18278,0.132778,0.013393,-0.0139194,3.03648,-0.0544441,0.0926381,0.612952,2.95457,-0.0328606,0.0128697
18286,0.132619,0.0134467,-0.0139194,3.15917,-0.0533286,0.0364157,0.613684,3.02144,-0.0317275,-0.00159309
18294,0.132619,0.0134617,-0.0139194,3.15917,-0.052649,0.00857065,0.598252,2.99984,-0.0280874,-0.0104089
18302,0.132778,0.0134066,-0.0139194,3.28186,-0.0521908,0.00270897,0.598018,2.96743,-0.0460212,-0.0290943
18310,0.132778,0.013391,-0.0139194,3.28186,-0.0523571,0.060396,0.599226,3.12329,-0.0372058,-0.00094807
18317,0.132778,0.0133842,-0.0139194,3.28186,-0.0517547,0.105563,0.592631,3.10271,-0.0468898,0.00402457
18326,0.132619,0.0134429,-0.00927961,3.40454,-0.0511364,0.162186,0.602557,3.1737,-0.0640063,0.00911717
18334,0.132619,0.0134601,-0.00927961,3.40454,-0.0502711,0.0705243,0.59724,3.24005,-0.0413114,0.00181957
18342,0.132619,0.0134675,-0.00927961,3.41221,-0.0500852,0.0119006,0.593876,3.22565,-0.0339043,-0.0109726
18350,0.132619,0.0134706,-0.00927961,3.41221,-0.0499728,-0.00062176,0.592651,3.28995,-0.0242064,-0.00552972
18358,0.132619,0.013472,-0.00927961,3.40454,-0.0496529,-0.0339297,0.583593,3.34498,-0.0102787,-0.00475286
18366,0.132619,0.0134726,-0.00927961,3.40454,-0.0496037,0.0153654,0.576475,3.28789,-0.0240925,-0.00426713
18374,0.132619,0.0134728,-0.00927961,3.30486,-0.0491383,0.091307,0.57635,3.3707,-0.0157864,0.0307414
18382,0.132619,0.0134729,-0.00927961,3.30486,-0.0479904,0.0931734,0.577434,3.39076,-0.0154806,0.0351935
18389,0.132619,0.013473,-0.00927961,3.30486,-0.0471244,0.0954368,0.572916,3.27657,-0.029771,0.0225486
18398,0.132619,0.013473,-0.00927961,3.18217,-0.0464514,0.0289572,0.562845,3.31515,0.00094144,0.0297096
18406,0.132619,0.013473,-0.00927961,3.18217,-0.0461609,-0.00794949,0.571115,3.30332,0.00393111,0.023821
18414,0.132619,0.013473,-0.00927961,3.18217,-0.0463613,-0.0451203,0.549566,3.22205,0.0042568,0.00419354
18422,0.132619,0.013473,-0.00927961,3.18217,-0.04742,0.0417458,0.552953,3.21999,-0.00946826,0.0176805
18430,0.132619,0.013473,-0.00927961,3.09783,-0.0470318,0.119951,0.551601,3.20199,-0.0149203,0.0390353
18438,0.132619,0.013473,-0.00927961,3.09783,-0.0453578,0.169381,0.542151,3.15775,-0.0290952,0.0429416
18446,0.132619,0.013473,-0.0139194,2.86012,-0.0434837,0.154861,0.547425,3.11249,-0.00818144,0.0674375
